Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Davos observer station (SLF),Davos Flüelastrasse,	1945-10-01,,Operational,Unknown,Land (fixed),0-756-1-601286|primary,Europe,,Switzerland,46.812703,9.848286,1563,From map,UTC+1,WSL Institute for Snow and Avalanche Research SLF,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=77,https://www.slf.ch/en/avalanche-bulletin-and-snow-situation/measured-values.html#opened,"Daily snow depth measurements in Davos date back to the late 1800s and were performed at various location within the limits of the town. This is nicely exemplified by the time series dating back to 1893 and associated with today's SwissMetNet station DAVOS (0-20000-0-06784). On the other hand, in winter 1946 the Rhaetian Railway (RhB) started to measure snow depth near the train station of Davos Dorf. It was not before winter 1968 that the station was relocated near the current building of the WSL Institute for Snow and Avalanche Research SLF (WSL/SLF) in the Davos valley bottom, where snow depth, depth of snowfall and water equivalent of snow cover (SWE) are still measured nowadays. Parallel to the snow depth measurements of RhB, the Swiss Federal Institute for Snow and Avalanche Research (SFISAR) took SWE measurements at Bühl in Davos Dorf from 1947 to 1950 and at the Kurpark in Davos Platz from 1951 to 1970. These measurements by the Rhaetian Railway, SFISAR, and WSL/SLF make up the second long term series of manned snow observations in Davos. Nowadays the site for manual snow observations is located close to the WSL/SLF offices, even though outside its premises, and near the automatic station Davos Stilli (SLF). The Davos SLF observer station belongs to the operational observer network of the Swiss Avalanche Warning Service and is part of the Swiss GCOS snow station network. _ GCW attributes: GCW contributing reference station in an Alpine valley. _",Polar - Tundra,Mosaic grassland (50-70%) / forest or shrubland (20-50%) (Surface cover types (GlobCover2009)),"Closed (Regular large obstacle COVER (suburb, forest))",A valley bottom at middle relative elevation within rises of high altitude,,"GCW Contributing station:Operational, Non-affiliated:Operational",	2020-11-09,Charles Fierz
EBNAT-KAPPEL,,	1879-08-01,,Operational,Operational,Land (fixed),0-20000-0-06693|primary,Europe,,Switzerland,47.273389,9.108486,623.2,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EBK,,,,,,,25|970,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
EGGISHORN,,	1993-10-20,,Operational,Operational,Land (fixed),0-20000-0-06739|primary,Europe,,Switzerland,46.426533,8.092728,2893,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EGH,,,,,,,4|160,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
EGOLZWIL,,	1973-08-01,,Operational,Operational,Land (fixed),0-20000-0-06648|primary,Europe,,Switzerland,47.179428,8.00475,521.9,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EGO,,,,,,,44|1180,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
EINSIEDELN,,	1863-10-01,,Operational,Operational,Land (fixed),0-20000-0-06675|primary,Europe,,Switzerland,47.133042,8.756547,910.7,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EIN,,,,,,,39|1560,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
ELM,,	1878-02-01,,Operational,Operational,Land (fixed),0-20000-0-06682|primary,Europe,,Switzerland,46.92375,9.175339,957.6,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ELM,,,,,,,4|330,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
EMMEN,,	2011-01-01,,Operational,Unknown,Land (fixed),0-20000-0-06805|primary,Europe,,Switzerland,47.084294,8.295964,426,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,,GOS General:Operational,	2019-06-04,CHE NMHS 
ENGELBERG,,	1863-10-01,,Operational,Operational,Land (fixed),0-20000-0-06655|primary,Europe,,Switzerland,46.821642,8.410506,1035.66,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ENG,,,,,,,5|510,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
EVIONNAZ,,	1993-08-30,,Operational,Operational,Land (fixed),0-20000-0-06715|primary,Europe,,Switzerland,46.18295,7.026756,482,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EVI,,,,,,,18|340,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
EVOLENE / VILLA,,	1986-09-23,,Operational,Operational,Land (fixed),0-20000-0-06722|primary,Europe,,Switzerland,46.112214,7.508639,1825,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=EVO,,,,,,,2|240,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
FAHY,,	1957-01-01,,Operational,Operational,Land (fixed),0-20000-0-06616|primary,Europe,,Switzerland,47.423811,6.941189,596,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=FAH,,,,,,,32|640,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
FLUEHLI,,	1882-08-01,,Operational,Operational,Land (fixed),0-20000-0-06652|primary,Europe,,Switzerland,46.889436,8.020328,939.75,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=FLU,,,,,,,9|650,GOS General:Operational,	2019-06-04,CHE NMHS 
FRIBOURG / POSIEUX,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06625|primary,Europe,,Switzerland,46.7714,7.113739,650.6,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GRA,,,,,,,68|860,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
FRUTIGEN,,	1871-07-01,,Operational,Operational,Land (fixed),0-20000-0-06613|primary,Europe,,Switzerland,46.599006,7.657542,756,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=FRU,,,,,,,14|550,GOS General:Operational,	2019-06-04,CHE NMHS 
Flüela permafrost,Flüelapass,	2002-10-01,,Operational,Unknown,Land (fixed),0-756-1-387493|primary,Europe,,Switzerland,46.752729,9.946457,2394,From map,UTC+1,WSL Institute for Snow and Avalanche Research SLF,https://www.permos.ch/data-portal/permafrost-temperature-and-active-layer,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=39,"The Flüela station is part of the Swiss Permafrost Monitoring Network (PERMOS; www.permos.ch). The station is important to monitor and analyse the evolution of ground temperature, permafrost thickness, and the degradation of ground ice in talus deposits, which are important forms of debris storage in mountain environments and can cause mass movements, subsidence or instability of mountain infrastructure. It is the first permafrost research site of the Swiss Alps (Haeberli 1975). Two boreholes were drilled in 2002, instrumented with thermistor chains, one being still in use with ground temperatures measured down to 25 m. The station also delivers data to the Swiss Inter cantonal Measurement and Information System (IMIS) network used by the Swiss Avalanche Warning Service WSL/SLF (https://whiterisk.ch/fr/conditions/measurements/station/IMIS/FLU2). _ Additional cryosphere measurements: - Snow (gentle grassy slope): Snow surface temperature Snow temperatures at 25, 50, and 100 cm above ground (from 2003 to 2020) - Permafrost (talus slope): Daily photographs of site and regular high resolution aerial photographs; Electrical Resistance Tomography (ERT) and seismic measurements were done in 1975 and from 2009 to 2012. _",Polar - Tundra,Grasslands(Surface cover types (IGBP)),(inapplicable),A slope at middle relative elevation within rises of high altitude,,"GCW CryoNet station:Operational, Non-affiliated:Operational",	2024-06-17,Charles Fierz
GAMS,,,,Operational,Unknown,Land (fixed),0-20000-0-06857|primary,Europe,,Switzerland,47.1977777778,9.4236111111,701,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
GENEVE / COINTRIN,,	1958-02-01,,Operational,Operational,Land (fixed),0-20000-0-06700|primary,Europe,,Switzerland,46.247517,6.12775,410.88,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GVE,,,,,,,387|1090,"Ceilometers, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-28,CHE NMHS 
GERSAU,,	1866-11-01,,Operational,Operational,Land (fixed),0-20000-0-06653|primary,Europe,,Switzerland,46.996072,8.523433,521,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GES,,,,,,,19|1130,GOS General:Operational,	2019-06-04,CHE NMHS 
GISWIL,,	1976-07-01,,Operational,Operational,Land (fixed),0-20000-0-06657|primary,Europe,,Switzerland,46.84945,8.190217,471,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GIH,,,,,,,13|530,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GLARUS,,	1863-10-01,,Operational,Operational,Land (fixed),0-20000-0-06685|primary,Europe,,Switzerland,47.034589,9.066953,516.62,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GLA,,,,,,,18|470,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
GOESCHENEN,,	1872-07-17,,Operational,Operational,Land (fixed),0-20000-0-06668|primary,Europe,,Switzerland,46.692681,8.595356,950.3,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GOS,,,,,,,1|170,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GOESGEN,,	1981-11-03,,Operational,Operational,Land (fixed),0-20000-0-06626|primary,Europe,,Switzerland,47.363144,7.973725,380,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GOE,,,,,,,104|1340,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GORNERGRAT,,	1993-07-28,,Operational,Operational,Land (fixed),0-20000-0-06749|primary,Europe,,Switzerland,45.983636,7.78575,3129,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GOR,,,,,,,4|170,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GRAECHEN,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06728|primary,Europe,,Switzerland,46.195319,7.836828,1605,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GRC,,,,,,,7|150,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GRENCHEN,,	1883-05-01,,Operational,Operational,Land (fixed),0-20000-0-06632|primary,Europe,,Switzerland,47.179094,7.415139,427.9,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GRE,,,,,,,48|1240,"Ceilometers, GBON:Operational, GOS General:Operational, Wind Profilers",	2023-02-28,CHE NMHS 
GRIMSEL HOSPIZ,,	1864-01-01,,Operational,Operational,Land (fixed),0-20000-0-06744|primary,Europe,,Switzerland,46.571692,8.333253,1980,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GRH,,,,,,,0|120,"GBON:Operational, GOS General:Operational",	2023-11-03,Lucia Cappelletti
GRONO,,	1901-01-01,,Operational,Operational,Land (fixed),0-20000-0-06758|primary,Europe,,Switzerland,46.255083,9.16375,323.52,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GRO,,,,,,,5|420,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
"GUETSCH, ANDERMATT",,	1958-01-01,,Operational,Operational,Land (fixed),0-20000-0-06750|primary,Europe,,Switzerland,46.652436,8.615047,2283,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GUE,,,,,,,2|140,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
GUETTINGEN,,	1976-05-25,,Operational,Operational,Land (fixed),0-20000-0-06621|primary,Europe,,Switzerland,47.601736,9.279419,440.02,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GUT,,,,,,,29|1040,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
HAERKINGEN,,	1991-06-14,,Operational,Unknown,Land (fixed),0-20000-0-06905|primary,Europe,,Switzerland,47.311864,7.820372,430.9,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,61|1420,GOS General:Operational,	2019-06-04,CHE NMHS 
HALLAU,,	1886-07-01,,Operational,Operational,Land (fixed),0-20000-0-06624|primary,Europe,,Switzerland,47.697278,8.470458,419,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=HLL,,,,,,,23|1790,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
HERISAU,SITTERDORF,	2019-01-17,	2019-01-28,Closed,Unknown,Land (fixed),0-20000-0-06842|primary,Europe,,Switzerland,47.3893361111,9.2866944444,772,,UTC+1,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,Polar - Tundra,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,,GOS General:Closed,	2019-12-17,Lucia Cappelletti
HOERNLI,,	1974-07-15,,Operational,Operational,Land (fixed),0-20000-0-06689|primary,Europe,,Switzerland,47.370864,8.941633,1144,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=HOE,,,,,,,26|1460,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
HOMBRECHTIKON,,	2010-10-26,	2019-12-31,Closed,Unknown,Land (fixed),0-20000-0-06851|primary,Europe,,Switzerland,47.2441666667,8.77,496,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Closed,	2022-08-09,Lucia Cappelletti
ILANZ,,	1892-01-01,,Operational,Operational,Land (fixed),0-20000-0-06789|primary,Europe,,Switzerland,46.775042,9.215344,698,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ILZ,,,,,,,7|200,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
INTERLAKEN,,	1861-03-20,,Operational,Operational,Land (fixed),0-20000-0-06734|primary,Europe,,Switzerland,46.672236,7.870192,577.34,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=INT,,,,,,,23|390,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
JUNGFRAUJOCH,,	1922-11-01,,Operational,Operational,Land (fixed),0-20000-0-06730|primary,Europe,,Switzerland,46.547447,7.985331,3580,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=JUN,,,,,,,2|240,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
Jungfraujoch,,	1957-09-28,,Operational,Unknown,Land (fixed),0-20008-0-JFJ|primary,Europe,,Switzerland,46.5474891663,7.9850897789,3580,,UTC+1,,www.ifjungo.ch,http://geomon.empa.ch/index.php?id=CH01,The high alpine research station Jungfraujoch is situated on a mountain saddle between the two mountains Jungfrau (4158m asl) and Mönch (4099m asl). The station is located in the center of Europe at an altitude of 3580m asl and is surrounded by highly industrialized regions at much lower altitudes. This special geographical situation offers the opportunity to monitor background concentrations but also to investigate the transport of anthropogenic pollutants from the boundary layer to the free troposphere.,Polar - Tundra,,,,,"AGAGE:Operational, EMEP:Operational, GAW Global:Operational, ICOS, NDACC:Operational",	2023-03-07,Emmanuel Mahieu
KOPPIGEN,,	1960-11-17,,Operational,Operational,Land (fixed),0-20000-0-06635|primary,Europe,,Switzerland,47.118847,7.6055,485.2,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=KOP,,,,,,,55|1290,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
Kreuzweg,,	1997-11-18,,Operational,Unknown,Land (fixed),0-756-1-605310|primary,Europe,,Switzerland,46.851727,9.804846,2289,From map,UTC+1,WSL Institute for Snow and Avalanche Research SLF,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=99,https://www.slf.ch/en/avalanche-bulletin-and-snow-situation/measured-values.html#opened,"This station owned by WSL/SLF delivers data to the Swiss Inter cantonal Measurement and Information System (IMIS) automatic station network, an important component of the Swiss Avalanche Warning Service. _ GCW attributes: CryoNet reference station on an alpine meadow surrounded by a moor. _ Additional cryosphere measurements: Snow surface temperature Snow temperatures at 25, 50, and 100 cm above ground _",Polar - Tundra,Grasslands(Surface cover types (IGBP)),"Open (Open flat terrain; grass, few isolated obstacles)",A flat at middle relative elevation within rises of high altitude,,"GCW CryoNet station:Operational, Non-affiliated:Operational",	2020-11-09,Charles Fierz
LA BREVINE,,	1872-05-01,,Operational,Operational,Land (fixed),0-20000-0-06617|primary,Europe,,Switzerland,46.983842,6.610303,1050,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=BRL,,,,,,,15|460,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LA CHAUX-DE-FONDS,,	1863-09-01,,Operational,Operational,Land (fixed),0-20000-0-06612|primary,Europe,,Switzerland,47.082942,6.792317,1017.01,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=CDF,,,,,,,47|530,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
LA DOLE (6699-0),,,,Operational,Unknown,Land (fixed),0-20000-0-06699|primary,Europe,,Switzerland,46.425,6.0991666667,1680,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
LA DOLE (6702-0),,	1973-01-01,,Operational,Operational,Land (fixed),0-20000-0-06702|primary,Europe,,Switzerland,46.424789,6.099461,1669.75,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=DOL,,,,,,,15|880,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LACHEN / GALGENEN,,	1882-10-01,,Operational,Operational,Land (fixed),0-20000-0-06665|primary,Europe,,Switzerland,47.1792,8.858675,468,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LAC,,,,,,,77|1460,GOS General:Operational,	2019-06-04,CHE NMHS 
LAEGEREN / ZINDELEN,,,,Operational,Unknown,Land (fixed),0-20000-0-06906|primary,Europe,,Switzerland,47.4783333333,8.3644444444,688.81,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;SOLRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
LAEGERN,,	1989-11-22,,Operational,Operational,Land (fixed),0-20000-0-06669|primary,Europe,,Switzerland,47.481936,8.397208,844.55,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LAE,,,,,,,118|2020,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LANGNAU I.E.,,	1901-01-01,,Operational,Operational,Land (fixed),0-20000-0-06638|primary,Europe,,Switzerland,46.939636,7.806419,743.8,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LAG,,,,,,,18|900,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
LAUSANNE,,	1991-02-02,,Operational,Unknown,Land (fixed),0-20000-0-06907|primary,Europe,,Switzerland,46.522106,6.639631,538.41,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,205|760,GOS General:Operational,	2019-06-04,CHE NMHS 
LE MOLESON,,	1982-09-21,,Operational,Operational,Land (fixed),0-20000-0-06609|primary,Europe,,Switzerland,46.546197,7.017758,1974,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MLS,,,,,,,22|650,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LEIBSTADT,,	1984-02-15,,Operational,Operational,Land (fixed),0-20000-0-06666|primary,Europe,,Switzerland,47.597358,8.188186,341.08,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LEI,,,,,,,33|1500,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
LES ATTELAS,,	1993-08-11,,Operational,Operational,Land (fixed),0-20000-0-06723|primary,Europe,,Switzerland,46.099097,7.268658,2735.21,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ATT,,,,,,,10|300,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LES CHARBONNIERES,,	1884-05-09,,Operational,Operational,Land (fixed),0-20000-0-06703|primary,Europe,,Switzerland,46.670144,6.312433,1045,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=CHB,,,,,,,6|640,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
LES DIABLERETS,,	1992-10-09,,Operational,Operational,Land (fixed),0-20000-0-06714|primary,Europe,,Switzerland,46.326747,7.203786,2964,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=DIA,,,,,,,10|380,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
LES MARECOTTES,,	1912-07-01,,Operational,Operational,Land (fixed),0-20000-0-06614|primary,Europe,,Switzerland,46.1189,7.016606,990,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MAR,,,,,,,22|330,GOS General:Operational,	2019-06-04,CHE NMHS 
LIGORNETTO,,	2004-10-21,	2018-01-28,Closed,Unknown,Land (fixed),0-20000-0-06843|primary,Europe,,Switzerland,45.8591666667,8.9486111111,360,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2019-12-13,Lucia Cappelletti
LOCARNO / MONTI,,	1934-01-01,,Operational,Operational,Land (fixed),0-20000-0-06760|primary,Europe,,Switzerland,46.172494,8.787569,366.75,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=OTL,,,,,,,40|700,"GBON:Operational, Non-affiliated:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-06-04,CHE NMHS 
LODRINO,,,,Operational,Unknown,Land (fixed),0-20000-0-06809|primary,Europe,,Switzerland,46.295,8.9933333333,259,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
LUGANO,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06770|primary,Europe,,Switzerland,46.004228,8.960319,273,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LUG,,,,,,,102|1700,"GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2019-06-04,CHE NMHS 
LUGANO-AGNO,,,,Operational,Unknown,Land (fixed),0-20000-0-06775|primary,Europe,,Switzerland,46.0005555556,8.9091666667,279,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
LUZERN,,	1864-01-01,,Operational,Operational,Land (fixed),0-20000-0-06650|primary,Europe,,Switzerland,47.036442,8.301014,454,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=LUZ,,,,,,,149|1200,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MAGADINO,,	2011-01-01,,Operational,Unknown,Land (fixed),0-20000-0-06808|primary,Europe,,Switzerland,46.164833,8.874369,198,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,,GOS General:Operational,	2019-06-04,CHE NMHS 
