Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
MAGADINO / CADENAZZO,,	1958-01-01,,Operational,Operational,Land (fixed),0-20000-0-06762|primary,Europe,,Switzerland,46.160031,8.933667,203.2,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MAG,,,,,,,38|950,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
MARSENS,,	1891-07-16,,Operational,Operational,Land (fixed),0-20000-0-06640|primary,Europe,,Switzerland,46.656486,7.069672,714.5,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MAS,,,,,,,30|700,GOS General:Operational,	2019-06-04,CHE NMHS 
MATHOD,,	1992-08-06,,Operational,Operational,Land (fixed),0-20000-0-06618|primary,Europe,,Switzerland,46.736972,6.567989,437,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MAH,,,,,,,23|730,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
MATRO,,	1992-12-09,,Operational,Operational,Land (fixed),0-20000-0-06754|primary,Europe,,Switzerland,46.410108,8.924736,2171,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MTR,,,,,,,8|290,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MEIRINGEN,,	1889-07-01,,Operational,Operational,Land (fixed),0-20000-0-06637|primary,Europe,,Switzerland,46.732225,8.169242,588.6,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MER,,,,,,,7|380,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MOEHLIN,,	1882-06-12,,Operational,Operational,Land (fixed),0-20000-0-06641|primary,Europe,,Switzerland,47.572194,7.8779,343,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MOE,,,,,,,45|1540,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
MOLLIS,,,,Operational,Unknown,Land (fixed),0-20000-0-06810|primary,Europe,,Switzerland,47.08,9.0666666667,447,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
"MONTAGNIER, BAGNES",,	1906-03-01,,Operational,Operational,Land (fixed),0-20000-0-06615|primary,Europe,,Switzerland,46.071019,7.225281,839,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MOB,,,,,,,7|300,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MONTANA,,	1926-01-15,,Operational,Operational,Land (fixed),0-20000-0-06724|primary,Europe,,Switzerland,46.298806,7.460822,1427,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MVE,,,,,,,34|230,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MONTE GENEROSO,,	1869-10-01,,Operational,Operational,Land (fixed),0-20000-0-06777|primary,Europe,,Switzerland,45.927606,9.017872,1600.4,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=GEN,,,,,,,50|2750,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MONTE LEMA,,,,Operational,Unknown,Land (fixed),0-20000-0-06768|primary,Europe,,Switzerland,46.0408333333,8.8333333333,1625,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
MONTE ROSA,,	2009-12-16,	2023-09-12,Closed,Unknown,Land (fixed),0-20000-0-06747|primary,Europe,,Switzerland,45.956631,7.814586,2885,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MRP,,,,,,,,GOS General:Closed,	2024-01-08,Franziska Stürzl
MOSEN,,	1901-01-01,,Operational,Operational,Land (fixed),0-20000-0-06644|primary,Europe,,Switzerland,47.243842,8.232819,453.04,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MOA,,,,,,,40|1830,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MOTTEC,,	1972-04-01,,Operational,Operational,Land (fixed),0-20000-0-06716|primary,Europe,,Switzerland,46.147903,7.624042,1580,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MTE,,,,,,,1|210,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MUEHLEBERG,,	1981-01-01,,Operational,Operational,Land (fixed),0-20000-0-06636|primary,Europe,,Switzerland,46.973275,7.278217,479.79,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MUB,,,,,,,45|1100,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
MUEHLEBERG / STOCKEREN,,	2007-10-29,,Operational,Unknown,Land (fixed),0-20000-0-06629|primary,Europe,,Switzerland,46.9521,7.282972,706,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=MSK,,,,,,,,GOS General:Operational,	2019-06-04,CHE NMHS 
NALUNS / SCHLIVERA,,	1992-11-06,,Operational,Operational,Land (fixed),0-20000-0-06799|primary,Europe,,Switzerland,46.817164,10.261389,2380,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=NAS,,,,,,,1|100,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
NAPF,,	1978-01-01,,Operational,Operational,Land (fixed),0-20000-0-06639|primary,Europe,,Switzerland,47.004667,7.940111,1403.98,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=NAP,,,,,,,10|960,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
NEUCHATEL,,	1863-10-01,,Operational,Operational,Land (fixed),0-20000-0-06604|primary,Europe,,Switzerland,47.000064,6.9533,485,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=NEU,,,,,,,60|690,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
NOVILLE,,,,Operational,Unknown,Land (fixed),0-20000-0-06718|primary,Europe,,Switzerland,46.3827777778,6.8980555556,373,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: WP(S00-24) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
NYON / CHANGINS,,	1964-06-01,,Operational,Operational,Land (fixed),0-20000-0-06705|primary,Europe,,Switzerland,46.401047,6.227728,455,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=CGI,,,,,,,49|1040,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
OBERAEGERI,,	1992-07-14,,Operational,Operational,Land (fixed),0-20000-0-06676|primary,Europe,,Switzerland,47.133636,8.608194,724.43,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=AEG,,,,,,,55|1860,GOS General:Operational,	2019-06-04,CHE NMHS 
OBERRIET / KRIESSERN,,	2015-05-05,,Operational,Operational,Land (fixed),0-20000-0-06649|primary,Europe,,Switzerland,47.376608,9.612703,409,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=OBR,,,,,,,,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
ORON,,	1992-04-27,,Operational,Operational,Land (fixed),0-20000-0-06708|primary,Europe,,Switzerland,46.572267,6.858244,828.3,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ORO,,,,,,,44|810,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
PASSO DEL BERNINA,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06797|primary,Europe,,Switzerland,46.409161,10.01955,2260,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=BEH,,,,,,,3|150,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
PAYERNE (6610-0),,	1942-03-26,,Operational,Operational,Land (fixed),0-20000-0-06610|primary,Europe,,Switzerland,46.811578,6.942472,490,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PAY,,,,,,,23|850,"Ceilometers, GBON:Operational, GRUAN:Operational, GSRN:Pre-operational, GUAN:Operational, Non-affiliated:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed, RBSN(T) - deprecated:Closed, Wind Profilers",	2024-04-12,Tim Oakley
PAYERNE (6801-0),,	2011-01-01,,Operational,Unknown,Land (fixed),0-20000-0-06801|primary,Europe,,Switzerland,46.849289,6.924908,443,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,,GOS General:Operational,	2019-06-04,CHE NMHS 
PILATUS,,	1891-07-01,,Operational,Operational,Land (fixed),0-20000-0-06659|primary,Europe,,Switzerland,46.978872,8.252258,2106,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PIL,,,,,,,85|860,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
PIOTTA,,	1916-10-01,,Operational,Operational,Land (fixed),0-20000-0-06753|primary,Europe,,Switzerland,46.514814,8.688036,990,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PIO,,,,,,,2|130,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
PIZ CORVATSCH,,	1979-07-26,,Operational,Operational,Land (fixed),0-20000-0-06791|primary,Europe,,Switzerland,46.418019,9.821242,3302.46,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=COV,,,,,,,7|160,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
PIZ MARTEGNAS,,	1993-10-28,,Operational,Operational,Land (fixed),0-20000-0-06795|primary,Europe,,Switzerland,46.577186,9.529533,2668,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PMA,,,,,,,1|160,"GBON:Operational, GOS General:Operational",	2021-11-08,Franziska Stürzl
PLAFFEIEN,,	1989-09-28,,Operational,Operational,Land (fixed),0-20000-0-06628|primary,Europe,,Switzerland,46.747714,7.266264,1042,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PLF,,,,,,,14|880,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
PLAINE MORTE,,,,Operational,Unknown,Land (fixed),0-20000-0-06726|primary,Europe,,Switzerland,46.3705555556,7.4866666667,2937,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
POSCHIAVO / ROBBIA,,	1897-08-01,,Operational,Operational,Land (fixed),0-20000-0-06794|primary,Europe,,Switzerland,46.347219,10.063011,1078,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ROB,,,,,,,4|170,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
PULLY,,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-06711|primary,Europe,,Switzerland,46.512278,6.667522,455.61,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PUY,,,,,,,167|750,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
QUINTEN,,	1992-07-23,,Operational,Unknown,Land (fixed),0-20000-0-06687|primary,Europe,,Switzerland,47.128742,9.216042,419,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=QUI,,,,,,,8|750,GBON:Operational,	2019-06-04,CHE NMHS 
RIGI / SEEBODENALP,,	1991-05-24,,Operational,Unknown,Land (fixed),0-20000-0-06908|primary,Europe,,Switzerland,47.067406,8.463331,1031.65,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,http://www.meteoswiss.ch,,,,,,,37|1650,GOS General:Operational,	2019-06-04,CHE NMHS 
ROBIEI,,	1991-01-11,,Operational,Operational,Land (fixed),0-20000-0-06751|primary,Europe,,Switzerland,46.443069,8.513386,1896.36,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ROE,,,,,,,0|130,"Ceilometers, GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2023-02-28,CHE NMHS 
RUENENBERG,,	1982-10-27,,Operational,Operational,Land (fixed),0-20000-0-06645|primary,Europe,,Switzerland,47.434569,7.879406,611.17,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=RUE,,,,,,,47|1530,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
RUENENBERG MIL,,	2004-10-21,	2018-01-28,Closed,Unknown,Land (fixed),0-20000-0-06845|primary,Europe,,Switzerland,47.4344444444,7.8794444444,611.17,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Closed,	2019-12-13,Lucia Cappelletti
S. BERNARDINO,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06783|primary,Europe,,Switzerland,46.463544,9.184692,1638.7,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SBE,,,,,,,1|180,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
SAENTIS,,	1864-01-01,,Operational,Operational,Land (fixed),0-20000-0-06680|primary,Europe,,Switzerland,47.249431,9.343417,2502,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SAE,,,,,,,11|840,"Centennial Observing Stations:Operational, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-06-04,CHE NMHS 
SALEN-REUTENEN,,	1889-09-01,,Operational,Operational,Land (fixed),0-20000-0-06623|primary,Europe,,Switzerland,47.651247,9.023897,718.7,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=HAI,,,,,,,26|1240,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
SALEZ,,	2011-01-20,	2018-01-28,Closed,Unknown,Land (fixed),0-20000-0-06849|primary,Europe,,Switzerland,47.2330555556,9.4933333333,436,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Closed,	2019-12-13,Lucia Cappelletti
SAMEDAN,,	1979-12-17,,Operational,Operational,Land (fixed),0-20000-0-06792|primary,Europe,,Switzerland,46.52625,9.879458,1708.51,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SAM,,,,,,,6|130,"Ceilometers, GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2023-02-28,CHE NMHS 
"SATTEL, SZ",,	1882-09-26,,Operational,Operational,Land (fixed),0-20000-0-06662|primary,Europe,,Switzerland,47.081067,8.636956,790.1,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SAG,,,,,,,31|1550,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
SCALOTTAS,,,,Operational,Unknown,Land (fixed),0-20000-0-06846|primary,Europe,,Switzerland,46.7213888889,9.5108333333,2323,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Operational,	2016-04-28,
SCHAFFHAUSEN,,	1863-10-01,,Operational,Operational,Land (fixed),0-20000-0-06620|primary,Europe,,Switzerland,47.689844,8.620125,438,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SHA,,,,,,,64|1810,"Ceilometers, GBON:Operational, GOS General:Operational, Wind Profilers",	2023-02-28,CHE NMHS 
SCHIERS,,	1885-06-01,,Operational,Operational,Land (fixed),0-20000-0-06790|primary,Europe,,Switzerland,46.975508,9.668064,626,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SRS,,,,,,,8|430,GOS General:Operational,	2019-06-04,CHE NMHS 
SCHMERIKON,,	1993-01-28,,Operational,Unknown,Land (fixed),0-20000-0-06683|primary,Europe,,Switzerland,47.224933,8.940289,408,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SCM,,,,,,,60|1240,GBON:Operational,	2019-06-04,CHE NMHS 
SCHUEPFHEIM,,	1882-11-01,,Operational,Operational,Land (fixed),0-20000-0-06651|primary,Europe,,Switzerland,46.947042,8.012433,744.4,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SPF,,,,,,,9|730,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
SCUOL,,	1868-10-01,,Operational,Operational,Land (fixed),0-20000-0-06798|primary,Europe,,Switzerland,46.793275,10.283253,1303.93,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SCU,,,,,,,1|100,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
SEGL-MARIA,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06779|primary,Europe,,Switzerland,46.432333,9.762311,1804,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SIA,,,,,,,5|170,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
SENT,,	2010-10-26,	2014-12-31,Closed,Unknown,Land (fixed),0-20000-0-06852|primary,Europe,,Switzerland,46.8183333333,10.3430555556,1420,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Closed,	2020-10-12,Lucia Cappelletti
SIMPLON-DORF,,	1910-12-01,,Operational,Operational,Land (fixed),0-20000-0-06654|primary,Europe,,Switzerland,46.196942,8.055422,1465,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SIM,,,,,,,1|140,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
SION (6720-0),,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-06720|primary,Europe,,Switzerland,46.218647,7.330211,482,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SIO,,,,,,,42|260,"GBON:Operational, Non-affiliated:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-06-04,CHE NMHS 
SION (6802-0),,,,Operational,Unknown,Land (fixed),0-20000-0-06802|primary,Europe,,Switzerland,46.2219444444,7.3388888889,483,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
ST-PREX,,	1993-04-16,,Operational,Operational,Land (fixed),0-20000-0-06706|primary,Europe,,Switzerland,46.483678,6.443006,425,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=PRE,,,,,,,35|1090,GOS General:Operational,	2019-06-04,CHE NMHS 
ST. CHRISCHONA,,	1991-10-15,,Operational,Unknown,Land (fixed),0-20000-0-06600|primary,Europe,,Switzerland,47.571761,7.687086,493,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=STC,,,,,,,203|1510,GOS General:Operational,	2019-06-04,CHE NMHS 
ST. GALLEN,,	1863-12-01,,Operational,Operational,Land (fixed),0-20000-0-06681|primary,Europe,,Switzerland,47.425481,9.398519,775.66,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=STG,,,,,,,114|1040,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
ST. MARGRETENBERG,PFAEFERS,	1999-01-01,,Operational,Unknown,Land (fixed),0-20000-0-06848|primary,Europe,,Switzerland,46.9747222222,9.5022222222,1490,,,Federal Office of Meteorology and Climatology MeteoSwiss,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: MONT;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station; Snow survey.,,,,,,GOS General:Operational,	2018-01-12,Lucia Cappelletti
"STA. MARIA, VAL MUESTAIR",,	1886-07-01,,Operational,Operational,Land (fixed),0-20000-0-06796|primary,Europe,,Switzerland,46.602256,10.4263,1386.2,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SMM,,,,,,,3|90,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
STABIO,,	1932-01-01,,Operational,Operational,Land (fixed),0-20000-0-06771|primary,Europe,,Switzerland,45.843458,8.932364,353,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=SBO,,,,,,,115|3480,"GBON:Operational, GOS General:Operational, Non-affiliated:Operational",	2019-06-04,CHE NMHS 
STECKBORN,,	1993-01-14,,Operational,Unknown,Land (fixed),0-20000-0-06671|primary,Europe,,Switzerland,47.668633,8.981419,397.3,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=STK,,,,,,,36|1210,GBON:Operational,	2019-06-04,CHE NMHS 
THUN,,	1875-06-01,,Operational,Operational,Land (fixed),0-20000-0-06731|primary,Europe,,Switzerland,46.749853,7.585222,570,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=THU,,,,,,,84|700,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
TITLIS,,	1993-05-19,,Operational,Partly operational,Land (fixed),0-20000-0-06740|primary,Europe,,Switzerland,46.770508,8.425806,3040,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=TIT,,,,,,,3|440,"GBON:Operational, GOS General:Operational",	2019-06-04,CHE NMHS 
UETLIBERG,,	1992-02-17,,Operational,Unknown,Land (fixed),0-20000-0-06677|primary,Europe,,Switzerland,47.351367,8.490214,854,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=UEB,,,,,,,327|2170,GOS General:Operational,	2019-06-04,CHE NMHS 
ULRICHEN,,	1981-01-01,,Operational,Operational,Land (fixed),0-20000-0-06745|primary,Europe,,Switzerland,46.504883,8.308236,1345.87,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=ULR,,,,,,,1|110,"Ceilometers, GBON:Operational, GOS General:Operational",	2023-02-28,CHE NMHS 
VADUZ,,	1890-01-01,,Operational,Operational,Land (fixed),0-20000-0-06990|primary,Europe,,Switzerland,47.127475,9.517569,457.25,GPS,,Federal Office of Meteorology and Climatology MeteoSwiss,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messnetz-automatisch&station=VAD,,,,,,,40|740,"Ceilometers, GBON:Operational, Non-affiliated:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-28,CHE NMHS 
