station_name ,wigos_station_identifier,traditional_station_identifier ,facility_type,latitude,longitude,elevation,barometer_height,territory_name,wmo_region,Last updated by,Declared reporting status,Assessed reporting status
TAZERBO,0-20000-0-62259,62259,Land (fixed),25.6727777777,21.0905555555,260,,Libya,1,Faraj M ZAYET,Operational,Operational
Taznakht,0-504-1-60315,60315,Land (fixed),30.72555,-7.220833,145,,Morocco,1,MAR NMHS ,Operational,Unknown
TEBESSA,0-20000-0-60475,60475,Land (fixed),35.42861,8.11527,814,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
TEGUISE LA GRACIOSA-HELIPUERTO,0-724-0-0000000000060045,60045,Land (fixed),29.2295,-13.5102,19,,Spain,1,José Antonio Fernández Monistrol,Operational,Unknown
Tendrara,0-504-1-60164,60164,Land (fixed),33.052912,-2.012222,1469,,Morocco,1,MAR NMHS ,Operational,Unknown
TENES,0-20000-0-60410,60410,Land (fixed),36.51415,1.30711,17,,Algeria,1,Mohamed Mezred,Operational,Operational
TERMOLI,0-20000-0-16232,16232,Land (fixed),42.0041666667,14.9963888889,16,,Italy,6,Piero Serra,Operational,Operational
TERUEL,0-20000-0-08235,08235,Land (fixed),40.3505555556,-1.1241666667,900,,Spain,6,,Operational,Unknown
Tés,0-348-1-35116,35116,Land (fixed),47.26222,18.03222,471.4,,Hungary,6,HUN NMHS,Operational,Operational
TESSALA EL MERDJA,0-20000-0-60380,60380,Land (fixed),36.6166666667,2.9166666667,22,,Algeria,1,Mohamed Mezred,Operational,Operational
TESSALIT,0-20000-0-61202,61202,Land (fixed),20.2,0.9833333333,494,,Mali,1,Dicko Niamé,Operational,Operational
Tétouan,0-20000-0-60318,60318,Land (fixed),35.5927777778,-5.3316666667,4,,Morocco,1,Mounir Aziz,Operational,Operational
TETOVO,0-20000-0-13571,13571,Land (fixed),42,20.96667,453,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
TEULADA,0-20000-0-16570,16570,Land (fixed),38.9891666667,8.66,50,,Italy,6,,Operational,Operational
Tevel,0-348-1-37613,37613,Land (fixed),46.43111,18.45472,215.6,,Hungary,6,HUN NMHS,Operational,Operational
THALA,0-20000-0-60738,60738,Land (fixed),35.56111,8.68778,1091,,Tunisia,1,saoussen CHERIAA,Operational,Operational
Thar Essouk,0-504-1-60297,60297,Land (fixed),34.65,-4.2666,522,,Morocco,1,MAR NMHS ,Operational,Operational
THUN,0-20000-0-06731,06731,Land (fixed),46.749853,7.585222,570,,Switzerland,6,CHE NMHS ,Operational,Operational
TIARET,0-20000-0-60511,60511,Land (fixed),35.34542,1.46792,977,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
Tichla,0-504-1-60273,60273,Land (fixed),21.5834,-14.9721,280,,Morocco,1,Mounir Aziz,Operational,Operational
TIDJIKJA,0-20000-0-61450,61450,Land (fixed),18.5666666667,-11.4333333333,396,,Mauritania,1,Fatma El Jili,Operational,Operational
Tiflet,0-504-1-60306,60306,Land (fixed),33.894166,-6.3222,35,,Morocco,1,MAR NMHS ,Operational,Operational
TIMIAOUINI,0-20000-0-60689,60689,Land (fixed),20.4166666667,1.8,685,,Algeria,1,Mohamed Mezred,Operational,Operational
TIMIMOUN,0-20000-0-60607,60607,Land (fixed),29.24412,0.28385,312,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
TIMISOARA,0-20000-0-15247,15247,Land (fixed),45.77105643,21.258071077,86,,Romania,6,Ancuta MANEA,Operational,Unknown
TIN ZAOUATENE,0-20000-0-60695,60695,Land (fixed),19.9666666667,2.9833333333,,,Algeria,1,Mohamed Mezred,Operational,Operational
TINALKOUN,0-20000-0-60667,60667,Land (fixed),24.6,10.2166666667,719,,Algeria,1,Mohamed Mezred,Operational,Operational
TINDOUF,0-20000-0-60656,60656,Land (fixed),27.7041,-8.1692,443,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
TINFOUYE,0-20000-0-60639,60639,Land (fixed),28.43679,7.55148,472,,Algeria,1,Madjid Aberkane,Operational,Operational
Tinghir,0-504-1-60145,60145,Land (fixed),31.5332,-5.6044,1291,,Morocco,1,MAR NMHS ,Operational,Operational
TINTARABINE,0-20000-0-60682,60682,Land (fixed),23.1833333333,6.7666666667,1105,,Algeria,1,Mohamed Mezred,Operational,Operational
TIRANA,0-20000-0-13615,13615,Land (fixed),41.3333333333,19.7833333333,89,,Albania,6,,Operational,Operational
TIRANA-LA PRAKA,0-20000-0-13601,13601,Land (fixed),41.3333333333,19.8,90,,Albania,6,,Operational,Unknown
TIRIRINE,0-20000-0-60612,60612,Land (fixed),22.05,8.5833333333,770,,Algeria,1,Mohamed Mezred,Operational,Operational
Tiszacsege,0-348-1-53811,53811,Land (fixed),47.67833,20.98778,93,,Hungary,6,HUN NMHS,Operational,Unknown
Tit Mellil,0-504-1-60157,60157,Land (fixed),33.5833,-7.45,90,,Morocco,1,MAR NMHS ,Operational,Operational
TITLIS,0-20000-0-06740,06740,Land (fixed),46.770508,8.425806,3040,,Switzerland,6,CHE NMHS ,Operational,Operational
TIVAT,0-20000-0-13457,13457,Land (fixed),42.4,18.7333333333,5,,Montenegro,6,,Operational,Unknown
TIZI-OUZOU,0-20000-0-60395,60395,Land (fixed),36.72421,4.01861,153,,Algeria,1,Mohamed Mezred,Operational,Unknown
TIZNIT,0-20000-0-60270,60270,Land (fixed),29.6833333333,-9.7333333333,260,,Morocco,1,MAR NMHS ,Operational,Unknown
TLEMCEN-ZENATA,0-20000-0-60531,60531,Land (fixed),35.01888,-1.44472,246.1,,Algeria,1,Abdelhadi HARROUZ,Operational,Unknown
TOLEDO (8272-0),0-20000-0-08272,08272,Land (fixed),39.8847222222,-4.0452777778,515,,Spain,6,,Operational,Unknown
TOMBOUCTOU,0-20000-0-61223,61223,Land (fixed),16.7166666667,-3,263,,Mali,1,Dicko Niamé,Operational,Unknown
TOMELLOSO,0-724-0-0000000000008276,08276,Land (fixed),39.169,-3.0074,662,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
TORINO CASELLE,0-20000-0-16059,16059,Land (fixed),45.2025,7.6494444444,301,,Italy,6,Piero Serra,Operational,Operational
TORINO VENARIA REALE,0-20000-0-16060,16060,Land (fixed),45.1305555556,7.6175,276,,Italy,6,,Operational,Operational
"TORLA-ORDESA, EL CEBOLLAR",0-724-0-0000000000008919,08919,Land (fixed),42.6561,-0.1244,1905,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
Törökszentmiklós,0-348-1-55211,55211,Land (fixed),47.18361,20.46944,86.3,,Hungary,6,Imre Szöllősi,Operational,Operational
TORRE OLEVOLA,0-20000-0-16249,16249,Land (fixed),41.2508333333,13.1186111111,2,,Italy,6,,Operational,Unknown
TORREJON DE VELASCO,0-20000-0-08228,08228,Land (fixed),40.1758333333,-3.7136111111,704,,Spain,6,,Operational,Operational
Torrelodones,0-724-0-0000000000008218,08218,Land (fixed),40.5789,-3.9408,879,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
"TORROX,FARO",0-724-0-0000000000008484,08484,Land (fixed),36.7263,-3.9572,3,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
TORTOSA,0-20000-0-08238,08238,Land (fixed),40.8202777778,0.4933333333,50.47,,Spain,6,,Operational,Operational
Toubkal,0-504-1-60246,60246,Land (fixed),30.9928,-7.8164,1730,,Morocco,1,MAR NMHS ,Operational,Operational
TOUGGOURT,0-20000-0-60555,60555,Land (fixed),33.07011,6.09208,87.1,,Algeria,1,Abdelhadi HARROUZ,Operational,Operational
TOULOUSE BLAGNAC,0-20000-0-07630,07630,Land (fixed),43.6211111111,1.3788888889,152,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
TOULOUSE RADAR,0-20000-0-07629,07629,Land (fixed),43.5744444444,1.3763888889,158,,France,6,,Operational,Unknown
TOULOUSE RW,0-20000-0-07618,07618,Land (fixed),43.5769444444,1.3744444444,158,,France,6,Jean-Pierre AUBAGNAC,Operational,Unknown
TOURS,0-20000-0-07240,07240,Land (fixed),47.4444444444,0.7275,109,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
TOZEUR,0-20000-0-60760,60760,Land (fixed),33.9166666667,8.1666666667,86,,Tunisia,1,saoussen CHERIAA,Operational,Operational
TRAGEN,0-434-0-62225,62225,Land (fixed),25.9436111111,14.4177777777,468,,Libya,1,Faraj M ZAYET,Operational,Operational
TRAPANI BIRGI,0-20000-0-16429,16429,Land (fixed),37.9141666667,12.4913888889,7.3,,Italy,6,Piero Serra,Operational,Operational
TRAPANI BIRGI RDS,0-20001-0-16429,16429,Land (fixed),37.9141666667,12.4913888889,7.3,,Italy,6,,Operational,Operational
TREILLIERES-RADAR,0-20000-0-07223,07223,Land (fixed),47.3375,-1.6563888889,69,,France,6,,Operational,Operational
TRENTO,0-20000-0-16023,16023,Land (fixed),46.0202777778,11.1266666667,188,,Italy,6,,Operational,Operational
TREVICO,0-20000-0-16263,16263,Land (fixed),41.0466666667,15.2327777778,1085,,Italy,6,Piero Serra,Operational,Operational
TREVISO/ISTRANA,0-20000-0-16098,16098,Land (fixed),45.6838888889,12.1066666667,42,,Italy,6,Piero Serra,Operational,Operational
TREVISO/S. ANGELO,0-20000-0-16099,16099,Land (fixed),45.65,12.1833333333,18,,Italy,6,Piero Serra,Operational,Operational
TRIESTE,0-20000-0-16110,16110,Land (fixed),45.6769444444,13.7547222222,3,,Italy,6,Piero Serra,Operational,Operational
TRIPOLIS (AIRPORT),0-20000-0-16710,16710,Land (fixed),37.5247,22.3972,650.57,,Greece,6,Nick KALAMARAS,Operational,Operational
TRUJILLO,0-724-0-0000000000008263,08263,Land (fixed),39.4824,-5.854,503,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
TUNIS-CARTHAGE,0-20000-0-60715,60715,Land (fixed),36.8507,10.2147,4,,Tunisia,1,Ercan Buyukbas,Operational,Unknown
Túrkeve,0-348-1-55808,55808,Land (fixed),47.09556,20.75167,83.2,,Hungary,6,HUN NMHS,Operational,Operational
TUZLA,0-20000-0-14557,14557,Land (fixed),44.542043,18.685014,300,,Bosnia and Herzegovina,6,Mirza Tahmaz,Operational,Operational
UDINE/RIVOLTO,0-20000-0-16045,16045,Land (fixed),45.9755555556,13.0491666667,51,,Italy,6,Piero Serra,Operational,Operational
UDINE/RIVOLTO RDS,0-20001-0-16045,16045,Land (fixed),45.9805555556,13.0591666667,50,,Italy,6,,Operational,Operational
UETLIBERG,0-20000-0-06677,06677,Land (fixed),47.351367,8.490214,854,,Switzerland,6,CHE NMHS ,Operational,Operational
ULCINJ,0-20000-0-13464,13464,Land (fixed),41.9166666667,19.2166666667,24,,Montenegro,6,,Operational,Unknown
ULRICHEN,0-20000-0-06745,06745,Land (fixed),46.504883,8.308236,1345.87,,Switzerland,6,CHE NMHS ,Operational,Unknown
USTICA,0-20000-0-16400,16400,Land (fixed),38.7072222222,13.1772222222,242,,Italy,6,Piero Serra,Operational,Operational
"UTIEL, LA CUBERA",0-724-0-0000000000008281,08281,Land (fixed),39.5754,-1.2447,758,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
VADUZ,0-20000-0-06990,06990,Land (fixed),47.127475,9.517569,457.25,,Switzerland,6,CHE NMHS ,Operational,Operational
VALBELLA,0-20000-0-06793,06793,Land (fixed),46.755042,9.554422,1568.4,,Switzerland,6,CHE NMHS ,Operational,Operational
"VALDELINARES, ESQUI",0-20000-0-08960,08960,Land (fixed),40.3819444444,-0.6344444444,1955,,Spain,6,,Operational,Unknown
VALDEPEÑAS,0-724-0-0000000000008351,08351,Land (fixed),38.7504,-3.3913,700,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VALENCIA DE ALCÁNTARA,0-724-0-0000000000008260,08260,Land (fixed),39.4148,-7.2311,444,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VALENCIA VIVEROS,0-20000-0-08285,08285,Land (fixed),39.4805555556,-0.3663888889,11,,Spain,6,Zulkarnain Zulkarnain,Operational,Unknown
VALENCIA/AEROPUERTO,0-20000-0-08284,08284,Land (fixed),39.485,-0.4747222222,59.9,,Spain,6,,Operational,Operational
VALJEVO,0-20000-0-13269,13269,Land (fixed),44.3166666667,19.9166666667,176,,Serbia,6,,Operational,Operational
VALLADOLID,0-20000-0-08141,08141,Land (fixed),41.6408333333,-4.7544444444,735,,Spain,6,,Operational,Unknown
VALLADOLID/VILLANUBLA,0-20000-0-08140,08140,Land (fixed),41.7119444444,-4.8555555556,846,,Spain,6,,Operational,Operational
VALLTER 2000,0-20000-0-08948,08948,Land (fixed),42.4275,2.2655555556,2167,,Spain,6,,Operational,Operational
VALLUGA (RADAR),0-20000-0-11124,11124,Land (fixed),47.1575,10.2127777778,2805,,Austria,6,Silke Adler,Operational,Operational
VALS,0-20000-0-06663,06663,Land (fixed),46.627764,9.1887,1242,,Switzerland,6,CHE NMHS ,Operational,Operational
VANDELLÓS,0-724-0-0000000000008169,08169,Land (fixed),40.958,0.8713,32,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VARADIA DE MURES,0-20000-0-15204,15204,Land (fixed),46.0192079273,22.1509534266,156,,Romania,6,Ancuta MANEA,Operational,Operational
VARAZDIN,0-20000-0-14246,14246,Land (fixed),46.2827777778,16.3638888889,167,,Croatia,6,,Operational,Operational
VARS-MAYT RADAR,0-20000-0-07714,07714,Land (fixed),44.5875,6.6530555556,2575,,France,6,,Operational,Unknown
Vasvár,0-348-1-15811,15811,Land (fixed),47.05111,16.81194,227,,Hungary,6,HUN NMHS,Operational,Operational
VEJER DE LA FRONTERA,0-724-0-0000000000008457,08457,Land (fixed),36.2455,-5.965,186,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
VELES,0-807-0-13587,13587,Land (fixed),41.714306,21.77557,228,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
VELIKO GRADISTE,0-20000-0-13285,13285,Land (fixed),44.75,21.5166666667,82,,Serbia,6,,Operational,Unknown
VENEZIA LIDO,0-20000-0-16101,16101,Land (fixed),45.4275,12.3841666667,4,,Italy,6,Piero Serra,Operational,Unknown
VENEZIA TESSERA,0-20000-0-16105,16105,Land (fixed),45.5052777778,12.3519444444,2,,Italy,6,Piero Serra,Operational,Operational
VERONA/VILLAFRANCA,0-20000-0-16090,16090,Land (fixed),45.3880555556,10.8733333333,73,,Italy,6,Piero Serra,Operational,Operational
Vérteskethely,0-348-1-34500,34500,Land (fixed),47.4894444,18.0858333,204.6,,Hungary,6,Róbert TÓTH,Operational,Operational
VEVEY,0-20000-0-06603,06603,Land (fixed),46.471233,6.815061,405,,Switzerland,6,CHE NMHS ,Operational,Operational
VIANA DO CASTELO / C.C.,"0-620-2001-08551,0-20000-0-08551",08551,Land (fixed),41.64882036,-8.80474528,47.29,,Portugal,6,Manuel Mendes,Operational,Operational
VICHY-CHARMEIL,0-20000-0-07374,07374,Land (fixed),46.1666666667,3.3986111111,249,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
VICOSOPRANO,0-20000-0-06788,06788,Land (fixed),46.353022,9.627789,1089,,Switzerland,6,CHE NMHS ,Operational,Unknown
VIESTE,0-20000-0-16266,16266,Land (fixed),41.8880555556,16.1647222222,3,,Italy,6,Piero Serra,Operational,Operational
VIGNA DI VALLE,0-20000-0-16224,16224,Land (fixed),42.0802777778,12.2113888889,260,,Italy,6,Lucia Cappelletti,Operational,Operational
VIGO/PEINADOR,0-20000-0-08045,08045,Land (fixed),42.2386111111,-8.6238888889,261,,Spain,6,,Operational,Operational
VILA REAL / C.C.,"0-620-2001-08567,0-20000-0-08567",08567,Land (fixed),41.27419764,-7.71708782,561.48,,Portugal,6,Ricardo João Ratola Capela Deus,Operational,Unknown
VILLACH,0-20000-0-11213,11213,Land (fixed),46.618057251,13.8738889694,493,,Austria,6,Silke Adler,Operational,Operational
VILLACHER ALPE,0-20000-0-11212,11212,Land (fixed),46.6036111111,13.6733333333,2140,,Austria,6,Silke Adler,Operational,Operational
VILLACHER ALPE- AUTOM.,0-20000-0-11265,11265,Land (fixed),46.6036111111,13.672777778,2117,,Austria,6,Silke Adler,Operational,Operational
VILLAFRANCA,0-724-0-0000000000008241,08241,Land (fixed),40.4332,-0.2556,1130,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
VILLANUEVA DE CÓRDOBA,0-724-0-0000000000008346,08346,Land (fixed),38.333,-4.6088,750,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VILLAR SAINT PANCRACE,0-20000-0-07593,07593,Land (fixed),44.88033,6.640333,1310,,France,6,"FRA,NCL,PYF,SPM NMHS",Operational,Operational
VILLARDECIERVOS,0-724-0-0000000000008125,08125,Land (fixed),41.9415,-6.2796,850,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VILLARRODRIGO,0-724-0-0000000000008354,08354,Land (fixed),38.4892,-2.6375,862,,Spain,6,José Antonio Fernández Monistrol,Operational,Unknown
VILLARRODRIGO,0-724-0-08354,08354,Land (fixed),38.4893,-2.6377,862,,Spain,6,José Miguel Gallardo Fernández,Operational,Operational
VILLARS-TIERCELIN,0-20000-0-06707,06707,Land (fixed),46.621775,6.710075,859,,Switzerland,6,CHE NMHS ,Operational,Operational
VINAROZ,0-724-0-0000000000008239,08239,Land (fixed),40.5542,0.4296,110,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VINICA,0-20000-0-13594,13594,Land (fixed),41.8833333333,22.5,518,,"North Macedonia, Republic of",6,Aleksandar Karanfilovski,Operational,Operational
VIPITENO,0-20000-0-16014,16014,Land (fixed),46.8838888889,11.44,920,,Italy,6,Piero Serra,Operational,Operational
VIRGEN,0-20000-0-11252,11252,Land (fixed),47.0027777778,12.4558333333,1211.9,,Austria,6,AUT NMHS,Operational,Operational
VISEU / C.C.,"0-620-2001-08560,0-20000-0-08560",08560,Land (fixed),40.7148171,-7.89594234,644.37,,Portugal,6,Ricardo João Ratola Capela Deus,Operational,Unknown
VISO DEL MARQUÉS,0-724-0-0000000000008345,08345,Land (fixed),38.518,-3.5667,804,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VISP,0-20000-0-06727,06727,Land (fixed),46.3029,7.842964,639,,Switzerland,6,CHE NMHS ,Operational,Operational
VITERBO (16216-0),0-20000-0-16216,16216,Land (fixed),42.4383333333,12.055,300,,Italy,6,Piero Serra,Operational,Operational
VITERBO (16218-0),0-20000-0-16218,16218,Land (fixed),42.4408333333,12.0577777778,309,,Italy,6,Piero Serra,Operational,Operational
VITIGUDINO,0-724-0-0000000000008129,08129,Land (fixed),41.0114,-6.4377,769,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
VITORIA/FORONDA,0-20000-0-08080,08080,Land (fixed),42.8719444444,-2.7333333333,513,,Spain,6,,Operational,Unknown
VLORE,0-20000-0-13622,13622,Land (fixed),40.4666666667,19.4833333333,1,,Albania,6,,Operational,Operational
VOGEL,0-20000-0-14006,14006,Land (fixed),46.2635473161,13.8408914626,1535,,Slovenia,6,Vesna Vidmar,Operational,Operational
VOJSKO,0-20000-0-14009,14009,Land (fixed),46.0249596201,13.9031141269,1067,,Slovenia,6,Miha DEMSAR,Operational,Unknown
VOLANO,0-20000-0-16141,16141,Land (fixed),44.8138888889,12.2491666667,3,,Italy,6,,Operational,Unknown
VRANJE,0-20000-0-13489,13489,Land (fixed),42.55,21.9166666667,433,,Serbia,6,,Operational,Unknown
VRSAC,0-20000-0-13183,13183,Land (fixed),45.15,21.3166666667,83,,Serbia,6,,Operational,Unknown
WAEDENSWIL,0-20000-0-06673,06673,Land (fixed),47.220961,8.677694,485.37,,Switzerland,6,CHE NMHS ,Operational,Unknown
WARTH,0-20000-0-11308,11308,Land (fixed),47.2558326721,10.1861114501,1478,,Austria,6,Silke Adler,Operational,Unknown
WEISSENSEE/GATSCHACH,0-20000-0-11263,11263,Land (fixed),46.7186126709,13.2858333588,949,,Austria,6,AUT NMHS,Operational,Unknown
WEISSFLUHGIPFEL,0-20000-0-06776,06776,Land (fixed),46.835,9.7944444444,2840,,Switzerland,6,,Operational,Operational
WEISSFLUHJOCH,0-20000-0-06780,06780,Land (fixed),46.833328,9.806383,2691.24,,Switzerland,6,CHE NMHS ,Operational,Operational
WEITENSFELD,0-20000-0-11225,11225,Land (fixed),46.8491668701,14.1908330917,704,,Austria,6,AUT NMHS,Operational,Unknown
WUERENLINGEN / PSI,0-20000-0-06647,06647,Land (fixed),47.536475,8.226931,334,,Switzerland,6,CHE NMHS ,Operational,Operational
WYNAU,0-20000-0-06643,06643,Land (fixed),47.255022,7.787469,422,,Switzerland,6,CHE NMHS ,Operational,Operational
XÁTIVA,0-724-0-0000000000008290,08290,Land (fixed),39.0016,-0.523,88,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
XINZO DE LIMIA,0-724-0-0000000000008050,08050,Land (fixed),42.0791,-7.7336,616,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
YECLA,0-724-0-0000000000008356,08356,Land (fixed),38.6017,-1.1596,640,,Spain,6,José Antonio Fernández Monistrol,Operational,Operational
YEFREN,0-20000-0-62008,62008,Land (fixed),32.0403,12.3128,690.84,,Libya,1,Faraj M ZAYET,Operational,Unknown
Youssoufia,0-504-1-60173,60173,Land (fixed),32.2672,-8.5325,276,,Morocco,1,MAR NMHS ,Operational,Operational
ZABLJAK,0-20000-0-13361,13361,Land (fixed),43.15,19.1333333333,1450,,Montenegro,6,,Operational,Operational
ZADAR RS,0-20000-0-14430,14430,Land (fixed),44.0969444444,15.3402777778,78,,Croatia,6,,Operational,Unknown
ZADAR/PUNTAMIKA,0-20000-0-14428,14428,Land (fixed),44.13,15.2058333333,5,,Croatia,6,,Operational,Operational
ZADAR/ZEMUNIK,0-20000-0-14431,14431,Land (fixed),44.0969444444,15.3627777778,82,,Croatia,6,,Operational,Operational
Zag,0-504-1-60226,60226,Land (fixed),28.0167,-9.2833,400,,Morocco,1,MAR NMHS ,Operational,Operational
ZAGHOUAN,0-20000-0-60729,60729,Land (fixed),36.4333333333,10.0833333333,,,Tunisia,1,TUN NMHS,Operational,Operational
Zagora,0-504-0-60275,60275,Land (fixed),30.265797,-5.850113,733,,Morocco,1,MAR NMHS ,Operational,Operational
ZAGREB/GRIC,0-20000-0-14236,14236,Land (fixed),45.8144444444,15.9719444444,157,,Croatia,6,Nina Horat,Operational,Unknown
ZAGREB/MAKSIMIR,0-20000-0-14240,14240,Land (fixed),45.8219444444,16.0336111111,123,,Croatia,6,Ines SRZIC,Operational,Operational
ZAGREB/PLESO,0-20000-0-14241,14241,Land (fixed),45.7291666667,16.0538888889,107,,Croatia,6,,Operational,Unknown
Zaida,0-504-1-60148,60148,Land (fixed),32.81,-4.997222,1500,,Morocco,1,MAR NMHS ,Operational,Operational
Zaio,0-504-1-60132,60132,Land (fixed),34.9398,-2.7484,185,,Morocco,1,MAR NMHS ,Operational,Unknown
ZAKINTHOS,0-20000-0-16719,16719,Land (fixed),37.7514,20.8876,5.2,,Greece,6,Nick KALAMARAS,Operational,Operational
ZALLA,0-20000-0-62140,62140,Land (fixed),28.5855555556,17.2997222222,,,Libya,1,Faraj M ZAYET,Operational,Operational
ZAMORA,0-20000-0-08130,08130,Land (fixed),41.5155555556,-5.7352777778,656,,Spain,6,José Miguel Gallardo Fernández,Operational,Unknown
Zaouiat Cheikh,0-504-1-60241,60241,Land (fixed),32.6842,-5.8814,722,,Morocco,1,MAR NMHS ,Operational,Unknown
